Hotel Name,Hotel Review Page,Guest Name,Hotel Review 
So My Resort,https://www.tripadvisor.in/Hotel_Review-g306995-d645554-Reviews-or0-So_My_Resort-Calangute_North_Goa_District_Goa.html,Amit A,"Very nice rooms , very well maintained , co operative staff , food is good , swimming pool is nice n very good life guard , live kitchen service is mast over all hotel stay at this hotel is satisfactory.\U0001f60a\U0001f60a"
Casa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d1020777-Reviews-or0-Casa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,susanh20168,"The rooms were spacious and quite basic. No breakfast served, which was  bit unexpected but no worries, plenty of places to eat within walking distance.But I must say the staff were helpful and friendly. We were on a chilled holiday so no complaints."
Casa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d1020777-Reviews-or0-Casa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,deepthi arun,This villa is close to beach it is decent with spacious rooms there are two blocks totally 8 rooms other block with small pool with garden  They don\u2019t serve breakfast or food but there are shacks and good places to eat  Chilled out place for decent budget  
Casa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d1020777-Reviews-or0-Casa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,meghas16,"A place maintained neat and clean, close to candolim beach(just 5 mins walk). Well maintained pool and rooms.  Friendly staff and always ready to help you with any query. Even though food is not provided, you can find many restaurants close by. Overall I give 4.5 out of 5 "
Casa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d1020777-Reviews-or0-Casa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,RobertC9900,We stayed here 5 nights. Nice place to stay. Not luxury but then you get what your paying for. For the price the hotel offered complete value. there service was hospitable and the rooms reasonably comfortable. Good location.
Casa Candolim,https://www.tripadvisor.in/Hotel_Review-g297605-d1020777-Reviews-or0-Casa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Tushar Dua,"Overall :- Nice cosy place to stay. Place is dived into two wings, one is in the front and the other in the rear is about 50 m inside the street.  About Rooms:  Front wings rooms are big in size with a fridge and tea coffer maker. Although this is called a beach front room but\u2026"
The Baga Beach Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d8519463-Reviews-or0-The_Baga_Beach_Resort-Baga_North_Goa_District_Goa.html,Aman S,"Stayed there for 4 nights.The  location is best in terms of distance from beach or Tito\u2019s.Very safe place even for kids.The whole staff from guards,housekeeping and front desk are very very co operative.especially ms Manisha and Mr Saurav were very helpful."
The Baga Beach Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d8519463-Reviews-or0-The_Baga_Beach_Resort-Baga_North_Goa_District_Goa.html,Rushabh,"Hi,we travelled in the month of April with a group of 21 people.We had an awesome time. The staff is very courteous.Especially a guy name Mr Bunty in the restaurant is so polite & the hospitality provided by Bunty was outstanding.Also Mr Dinesh was too helpful. Mr Bunty is an\u2026"
The Baga Beach Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d8519463-Reviews-or0-The_Baga_Beach_Resort-Baga_North_Goa_District_Goa.html,BarbieKimber,Lovely couple of nights at this resort where staff were helpful and the rooms were a good size! The staff even managed to put up with me vomiting in the children\u2019s cr\xe8che area when I drank too much at titos bar after we\u2019d checked out!! Hats off to them for handling this sticky\u2026
The Baga Beach Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d8519463-Reviews-or0-The_Baga_Beach_Resort-Baga_North_Goa_District_Goa.html,piccolo,"Bugs in bed, Lizards and Cats on the balcony. Music of 12 foot generator next to room. Complimented by the view of parking staff of the beach watching you from the road as you sit in the jacuzzi, not the ocean but you will be the view truly on display! - All of this for what\u2026"
The Baga Beach Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d8519463-Reviews-or0-The_Baga_Beach_Resort-Baga_North_Goa_District_Goa.html,PerfectP,"We stayed at this property for 4 nights & I can guarantee you,this is the place to stay in Goa.The hotel is very clean & well maintained. The staff from the front desk to the dining, all are very nice. From the front desk Manisha, Moin & I forget the 3rd guys name(he\u2019s from\u2026"
Estrela Do Mar Beach Resort - A Beach Property,https://www.tripadvisor.in/Hotel_Review-g306995-d637648-Reviews-or0-Estrela_Do_Mar_Beach_Resort_A_Beach_Property-Calangute_North_Goa_District_Goa.html,Aseem Saxena,"Am a travel manager in travel company wanted a peaceful getaway but oh my surprise Room is just average ,swimming pool is smaller than my living room, Extra Bed is like a bed scourced from a hospital. Would not recommend this hotel to any one whether it's a family or a couple.\u2026"
Estrela Do Mar Beach Resort - A Beach Property,https://www.tripadvisor.in/Hotel_Review-g306995-d637648-Reviews-or0-Estrela_Do_Mar_Beach_Resort_A_Beach_Property-Calangute_North_Goa_District_Goa.html,HarishKrishnani,"Estrela do mar Beach Resort as per name its a dream place for stay, staff is very polite and cooperative we check in late and the time of check out i request to hotel i am delay for 2 hours they consider and i check out late due to medical issue also they provide first add kit ,\u2026"
Estrela Do Mar Beach Resort - A Beach Property,https://www.tripadvisor.in/Hotel_Review-g306995-d637648-Reviews-or0-Estrela_Do_Mar_Beach_Resort_A_Beach_Property-Calangute_North_Goa_District_Goa.html,PummyBLR,"Nice location, good food. Only let down in this property is staff:-) . They really need customer handling trainings, reception guy is like always ready to fight :-). In my 5 days of stay witnessed 2 big fights between staff and travelers, police had to intervene and sort out\u2026"
Estrela Do Mar Beach Resort - A Beach Property,https://www.tripadvisor.in/Hotel_Review-g306995-d637648-Reviews-or0-Estrela_Do_Mar_Beach_Resort_A_Beach_Property-Calangute_North_Goa_District_Goa.html,Mohammed Farhan Shah,Its an excellent hotel evryne who visits Goa shuld stay here we had a great time we enjoyed aloot gud food gud staff gud service overall a top rated hotel i appreciate staff keep it up and keep going gud luck
Estrela Do Mar Beach Resort - A Beach Property,https://www.tripadvisor.in/Hotel_Review-g306995-d637648-Reviews-or0-Estrela_Do_Mar_Beach_Resort_A_Beach_Property-Calangute_North_Goa_District_Goa.html,553deeptid,This is my 10th visit to Goa . We visited with kids to this hotel for the first time .. and booked this hotel via make my trip .   The manager  monty gave us the worst premium room with ants and cockroaches saying it is booked through make my trip and such rooms are only alloted\u2026
Hotel Palacio De Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1585276-Reviews-or0-Hotel_Palacio_De_Goa-Panjim_North_Goa_District_Goa.html,Vaibhav,"It was an amazing dinner at Wftb  the food was superb specially the kababs. Hotel Staff is very gentle and professional and I would like to mention Mr. Anil , He was very  caring and having Good knowledge as well.  Had a great time with frns there.I specially thanks Mr. Anil for\u2026"
Hotel Palacio De Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1585276-Reviews-or0-Hotel_Palacio_De_Goa-Panjim_North_Goa_District_Goa.html,Surya J,"Stayed here for over 10 days. They have an accommodating room, nice and clean toilets and rates are quite affordable. The pressure of the shower was excellent. However, you do not get all the channels on the television, there are no English channels, one can say you get barely\u2026"
Hotel Palacio De Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1585276-Reviews-or0-Hotel_Palacio_De_Goa-Panjim_North_Goa_District_Goa.html,harish0705,Booked this hotel at last minute because of last minute travel. Was doubtful about the place but this hotel raised the standards well appointed rooms clean spacious and hygienic. Good breakfast options overall good stay at very less price. Thank you
Hotel Palacio De Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1585276-Reviews-or0-Hotel_Palacio_De_Goa-Panjim_North_Goa_District_Goa.html,Arunava J,Palacio De Goa is a very wonderful and very decorating hotel.room quality very nice and service is very fast.free parking and free breakfast.food and drinks was  amazing.hotel manager was very helpful and friendly.
Hotel Palacio De Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1585276-Reviews-or0-Hotel_Palacio_De_Goa-Panjim_North_Goa_District_Goa.html,sabir k,The family room is very good for large families 6 to 7 membesr and the hotel is located in city centre so u can visit the near by attractions and the breakfast is free to and good the room has large almira
Bogmallo Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1092070-d307409-Reviews-or0-Bogmallo_Beach_Resort-Bogmalo_South_Goa_District_Goa.html,Alexsandra,"1. We are coming here since last 20 years. Absolute fantastic place. Planning to return again. 2.Location is best in the World. 3.Staff who are working here for many years, are superb and truly human. 4.House Keeping is excellent. Rooms, furniture, Food, Reception Staffs are\u2026"
Bogmallo Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1092070-d307409-Reviews-or0-Bogmallo_Beach_Resort-Bogmalo_South_Goa_District_Goa.html,Slight-Fade,My wife and I first visited Bogmallo Beach Resort around twenty years ago and at that time the big package holiday companies mainly from the UK and Ireland but also from other northern European countries flew in guests. It was popular and sometimes difficult to get a sunbed by\u2026
Bogmallo Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1092070-d307409-Reviews-or0-Bogmallo_Beach_Resort-Bogmalo_South_Goa_District_Goa.html,Shweta,"Horrible experience! No powerbackup(if you get stuck in their tiny lift God save you),dirty bedcovers,dirty and greasy cutlery,unhygienic kettles and water thermos! I wonder how it is rated as a 5 star property!"
Bogmallo Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1092070-d307409-Reviews-or0-Bogmallo_Beach_Resort-Bogmalo_South_Goa_District_Goa.html,VINITGADRE,Bogmallo beach located near bogmallo beach in South Goa is good place to stay because of amazing views it offers.The lobby is good to sit in the evening and they have a good swimming pool.Just besides the resort is the beach which is decent and clean.The facility however could\u2026
Bogmallo Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1092070-d307409-Reviews-or0-Bogmallo_Beach_Resort-Bogmalo_South_Goa_District_Goa.html,Wanderer,"The hotel claims to be five star but it is far away from it. On it's best day it's just a 3 star restaurant.  Pros: 1) Good location just next to the beach 2) Sea facing rooms 3) Good deals on food  Cons: 1) AIR CONDITION : Poorly air-conditioned rooms, the AC was done not cool\u2026"
"Country Inn & Suites by Radisson, Goa Candolim",https://www.tripadvisor.in/Hotel_Review-g297605-d2057388-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Hemendra7,Inspite of hotel running in good occupancy still there service are very slow. Luggage came 30min after we came in room. For Towels we had to call thrice!!  Buffet was good. Room size is big. Pool is well maintained.
"Country Inn & Suites by Radisson, Goa Candolim",https://www.tripadvisor.in/Hotel_Review-g297605-d2057388-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Renea Gascoigne,"We stayed here at the beginning of April for 2 weeks and were thoroughly spoilt STAFF : A huge thank you to Dharmeswar who kept our room immaculate and always asked if we needed anything, Sam, Tanmoy, Radhe, Dipty, Sandeep, Chetan and all of the others who kept us constantly\u2026"
"Country Inn & Suites by Radisson, Goa Candolim",https://www.tripadvisor.in/Hotel_Review-g297605-d2057388-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Neeraj Ganjoo,"We were 3 adults and 01 child travelling for our yearly holiday.   Regarding Room - We chose to stay in a Deluxe Room at Country Inn Candolim, which was quite spacious Even after the roll away bed in the room, there was a quite a bit of space to move around. We reached late in\u2026"
